0,0,40
1,4.876168986,40
2,6.828943708,40
3,8.305448875,40
4,9.529893008,40
5,10.58984255,40
6,11.54184445,40
7,12.40061538,40
8,13.20364913,40
9,13.95136541,40
10,14.64363953,40
11,15.29622742,40
12,15.92209057,40
13,16.51647672,40
14,17.07529957,40
15,17.6164045,40
16,18.13427293,40
17,18.63775743,40
18,19.11467032,40
19,19.57997039,40
20,20.0280256,40
21,20.46627417,40
22,20.89533315,40
23,21.30969952,40
24,21.7161608,40
25,22.10361826,40
26,22.48439993,40
27,22.85883944,40
28,23.22167678,40
29,23.57893138,40
30,23.92018699,40
31,24.25664211,40
32,24.5884938,40
33,24.91072972,40
34,25.2288502,40
35,25.54300902,40
36,25.84347115,40
37,26.14047995,40
38,26.43415183,40
39,26.7245968,40
40,27.00711955,40
41,27.28671726,40
42,27.56347894,40
43,27.82830792,40
44,28.0906403,40
45,28.35054538,40
46,28.60808931,40
47,28.85883782,40
48,29.10742633,40
49,29.35390969,40
50,29.59834051,40
51,29.83641619,40
52,30.07260716,40
53,30.30695747,40
54,30.53950952,40
55,30.76198973,40
56,30.98287241,40
57,31.20219148,40
58,31.41997969,40
59,31.63626865,40
60,31.84700525,40
61,32.0563565,40
62,32.26434938,40
63,32.47100998,40
64,32.6763636,40
65,32.87647628,40
66,33.07537826,40
67,33.27309125,40
68,33.46963632,40
69,33.66503394,40
70,33.85545742,40
71,34.04481582,40
72,34.23312682,40
73,34.42040759,40
74,34.60667488,40
75,34.78819906,40
76,34.96878095,40
77,35.14843509,40
78,35.32717561,40
79,35.50501632,40
80,35.67831582,40
81,35.8507776,40
82,36.02241372,40
83,36.1932359,40
84,36.36325564,40
85,36.53248412,40
86,36.69737655,40
87,36.86153139,40
88,37.02495843,40
89,37.18766727,40
90,37.3496673,40
91,37.5109677,40
92,37.66811105,40
93,37.82460156,40
94,37.98044728,40
95,38.13565613,40
96,38.29023584,40
97,38.44419402,40
98,38.59753809,40
99,38.74690322,40
100,38.89569477,40
101,39.0439193,40
102,39.19158323,40
103,39.3386929,40
104,39.48525448,40
105,39.63127406,40
106,39.77347035,40
107,39.91516765,40
108,40,40
109,39.97296178,40
110,39.94004762,40
111,39.90114315,40
112,39.85615406,40
113,39.80499806,40
114,39.74759994,40
115,39.68388838,40
116,39.61379369,40
117,39.53724627,40
118,39.45417544,40
119,39.36450854,40
120,39.26817015,40
121,39.16508151,40
122,39.05515997,40
123,38.93831849,40
124,38.81446516,40
125,38.68350278,40
126,38.54532841,40
127,38.39983291,40
128,38.24690048,40
129,38.08640819,40
130,37.91822543,40
131,37.74221343,40
132,37.55822459,40
133,37.36610192,40
134,37.16567831,40
135,36.95677579,40
136,36.7392047,40
137,36.51276278,40
138,36.27723418,40
139,36.03238835,40
140,35.7779788,40
141,35.51374175,40
142,35.23939461,40
143,34.95463421,40
144,34.65913497,40
145,34.35869085,40
146,34.05559626,40
147,33.7497798,40
148,33.44116679,40
149,33.12967909,40
150,32.81523482,40
151,32.49774818,40
152,32.17712909,40
153,31.85328298,40
154,31.52611039,40
155,31.19550667,40
156,30.86136155,40
157,30.52355871,40
158,30.18197536,40
159,29.83648164,40
160,29.4869401,40
161,29.13320505,40
162,28.77512183,40
163,28.41252605,40
164,28.04524267,40
165,27.67308506,40
166,27.29585384,40
167,26.91333566,40
168,26.52530182,40
169,26.13150659,40
170,25.73168546,40
171,25.32555304,40
172,24.91280066,40
173,24.50549552,40
174,24.1090948,40
175,23.72446918,40
176,23.35253481,40
177,22.99425183,40
178,22.65062197,40
179,22.32268518,40
180,22.01151527,40
181,21.71821454,40
182,21.44390762,40
183,21.18973484,40
184,20.95684585,40
185,20.7463948,40
186,20.55953946,40
187,20.3974494,40
188,20.26133425,40
189,20.1525218,40
190,20.07268687,40
191,20.02477295,40
192,20.01148413,40
193,19.98205479,40
194,20.42191229,40
195,20.8524936,40
196,21.26829223,40
197,21.67611634,40
198,22.06485301,40
199,22.44685852,40
200,22.82247087,40
201,23.1864255,40
202,23.5447548,40
203,23.88703075,40
204,24.22447106,40
205,24.55727505,40
206,24.88042612,40
207,25.19943353,40
208,25.5144527,40
209,25.81573951,40
210,26.11355044,40
211,26.40800307,40
212,26.69920853,40
213,26.98246815,40
214,27.26278486,40
215,27.54024854,40
216,27.80575587,40
217,28.06875182,40
218,28.32930635,40
219,28.58748621,40
220,28.83885458,40
221,29.08805079,40
222,29.33513021,40
223,29.58014588,40
224,29.81879305,40
225,30.05554538,40
226,30.29044729,40
227,30.52354151,40
228,30.74655063,40
229,30.96795384,40
230,31.18778534,40
231,31.40607813,40
232,31.62286409,40
233,31.83408866,40
234,32.04392093,40
235,32.25238807,40
236,32.45951638,40
237,32.66533133,40
238,32.86589789,40
239,33.06524788,40
240,33.26340317,40
241,33.46038499,40
242,33.65621394,40
243,33.84706255,40
244,34.03684106,40
245,34.22556728,40
246,34.41325851,40
247,34.59993161,40
248,34.78185639,40
249,34.96283456,40
250,35.14288074,40
251,35.32200919,40
252,35.5002338,40
253,35.67391279,40
254,35.84675031,40
255,36.01875847,40
256,36.1899491,40
257,36.36033375,40
258,36.52992368,40
259,36.69517398,40
260,36.85968343,40
261,37.02346191,40
262,37.18651907,40
263,37.34886437,40
264,37.51050705,40
265,37.66798973,40
266,37.82481675,40
267,37.98099622,40
268,38.13653609,40
269,38.29144417,40
270,38.44572809,40
271,38.59939533,40
272,38.7490813,40
273,38.89819125,40
274,39.0467318,40
275,39.1947094,40
276,39.34213043,40
277,39.4890011,40
278,39.63532754,40
279,39.77782885,40
