0,0,40,
1,4.50303716,40,
2,6.41510723,40,
3,7.875673398,40,
4,9.104463653,40,
5,10.18588769,40,
6,11.16285193,40,
7,12.06076312,40,
8,12.89613984,40,
9,13.68043834,40,
10,14.42199019,40,
11,15.12723403,40,
12,15.77928493,40,
13,16.38449129,40,
14,16.96812532,40,
15,17.50786835,40,
16,18.0123984,40,
17,18.50317643,40,
18,18.96315711,40,
19,19.41224142,40,
20,19.85116889,40,
21,20.26364543,40,
22,20.66789168,40,
23,21.04805644,40,
24,21.42147552,40,
25,21.78849575,40,
26,22.13005538,40,
27,22.46642284,40,
28,22.79782794,40,
29,23.10960931,40,
30,23.41723993,40,
31,23.7208813,40,
32,24.00636282,40,
33,24.28848909,40,
34,24.56737569,40,
35,24.82928192,40,
36,25.08845416,40,
37,25.34497631,40,
38,25.59892803,40,
39,25.83707292,40,
40,26.07304274,40,
41,26.30689602,40,
42,26.53868872,40,
43,26.75242989,40,
44,26.96447683,40,
45,27.17486922,40,
46,27.38364517,40,
47,27.5908414,40,
48,27.7841093,40,
49,27.97604208,40,
50,28.16666703,40,
51,28.35601051,40,
52,28.54409804,40,
53,28.71897128,40,
54,28.89278612,40,
55,29.06556155,40,
56,29.237316,40,
57,29.40806736,40,
58,29.57783299,40,
59,29.73505412,40,
60,29.89144832,40,
61,30.04702851,40,
62,30.20180725,40,
63,30.35579682,40,
64,30.50900916,40,
65,30.65022387,40,
66,30.79079093,40,
67,30.93071919,40,
68,31.07001726,40,
69,31.20869359,40,
70,31.34675643,40,
71,31.48421385,40,
72,31.62107375,40,
73,31.74381182,40,
74,31.86607714,40,
75,31.98787514,40,
76,32.10921113,40,
77,32.23009034,40,
78,32.35051787,40,
79,32.47049877,40,
80,32.59003796,40,
81,32.69860803,40,
82,32.80681882,40,
83,32.91467384,40,
84,33.02217661,40,
85,33.12933053,40,
86,33.23613899,40,
87,33.3426053,40,
88,33.44873274,40,
89,33.55452451,40,
90,33.64974742,40,
91,33.74470162,40,
92,33.83938939,40,
93,33.93381293,40,
94,34.02797447,40,
95,34.12187616,40,
96,34.21552015,40,
97,34.30890854,40,
98,34.40204343,40,
99,34.49492685,40,
100,34.58756083,40,
101,34.67984619,40,
102,34.77188662,40,
103,34.86368407,40,
104,34.95524044,40,
105,35.04655763,40,
106,35.1376375,40,
107,35.22848801,40,
108,35.31911092,40,
109,35.409508,40,
110,35.49968095,40,
111,35.58963148,40,
112,35.67926128,40,
113,35.7686725,40,
114,35.85786679,40,
115,35.94684576,40,
116,36.035611,40,
117,36.12416408,40,
118,36.21250657,40,
119,36.30064,40,
120,36.38856589,40,
121,36.47628574,40,
122,36.56380104,40,
123,36.6510143,40,
124,36.73802639,40,
125,36.82483873,40,
126,36.91145273,40,
127,36.99786979,40,
128,37.08409128,40,
129,37.17011856,40,
130,37.25595298,40,
131,37.34159587,40,
132,37.42704854,40,
133,37.51231229,40,
134,37.5972904,40,
135,37.68208259,40,
136,37.76669012,40,
137,37.85111421,40,
138,37.9353561,40,
139,38.019417,40,
140,38.1032981,40,
141,38.18700059,40,
142,38.27052564,40,
143,38.35387441,40,
144,38.43704805,40,
145,38.52004769,40,
146,38.60277748,40,
147,38.68533592,40,
148,38.7677241,40,
149,38.84994311,40,
150,38.93199402,40,
151,39.01387789,40,
152,39.09559577,40,
153,39.17714869,40,
154,39.25853769,40,
155,39.33976378,40,
156,39.42082797,40,
157,39.50173125,40,
158,39.58237857,40,
159,39.66286734,40,
160,39.74319852,40,
161,39.82337307,40,
162,39.90339193,40,
163,39.98325604,40,
164,40,40,
165,39.97142332,40,
166,39.9369397,40,
167,39.89644119,40,
168,39.84983732,40,
169,39.79704814,40,
170,39.73799976,40,
171,39.67262152,40,
172,39.60084394,40,
173,39.52259728,40,
174,39.43781046,40,
175,39.34641021,40,
176,39.24832034,40,
177,39.14346117,40,
178,39.031749,40,
179,38.91309559,40,
180,38.78740778,40,
181,38.65458697,40,
182,38.51452869,40,
183,38.36712218,40,
184,38.21224992,40,
185,38.04978708,40,
186,37.87960109,40,
187,37.70155101,40,
188,37.51548697,40,
189,37.32124951,40,
190,37.11866889,40,
191,36.90756431,40,
192,36.68774303,40,
193,36.45899954,40,
194,36.22111442,40,
195,35.97385328,40,
196,35.71696546,40,
197,35.45018266,40,
198,35.17321733,40,
199,34.88576094,40,
200,34.58748199,40,
201,34.28640999,40,
202,33.98267073,40,
203,33.67619204,40,
204,33.36689842,40,
205,33.05471086,40,
206,32.73954658,40,
207,32.42131876,40,
208,32.09993629,40,
209,31.77530346,40,
210,31.4473196,40,
211,31.11587874,40,
212,30.78086922,40,
213,30.44217322,40,
214,30.09966628,40,
215,29.7532168,40,
216,29.40268542,40,
217,29.04792437,40,
218,28.68877673,40,
219,28.32507564,40,
220,27.9566434,40,
221,27.58329041,40,
222,27.2048141,40,
223,26.82099756,40,
224,26.43160816,40,
225,26.03639587,40,
226,25.63509138,40,
227,25.22740395,40,
228,24.81301896,40,
229,24.4084227,40,
230,24.01494258,40,
231,23.63346033,40,
232,23.26490281,40,
233,22.91024031,40,
234,22.57048392,40,
235,22.24668193,40,
236,21.93991518,40,
237,21.65129151,40,
238,21.38193942,40,
239,21.13300143,40,
240,20.90562796,40,
241,20.70097316,40,
242,20.52019572,40,
243,20.36447056,40,
244,20.23502542,40,
245,20.13324138,40,
246,20.0609621,40,
247,20.02195091,40,
248,19.99973344,40,
249,20.40983039,40,
250,20.81184795,40,
251,21.19002991,40,
252,21.56157972,40,
253,21.90725777,40,
254,22.24756539,40,
